PHAZIRref,X939.5,X948.6,X957.7,X966.9,X976,X985.1,X994.2,X1003.3,X1012.4,X1021.4,X1030.5,X1039.6,X1048.6,X1057.7,X1066.7,X1075.8,X1084.8,X1093.8,X1102.8,X1111.8,X1120.8,X1129.8,X1138.8,X1147.8,X1156.7,X1165.7,X1174.6,X1183.6,X1192.5,X1201.4,X1210.3,X1219.2,X1228.1,X1237,X1245.8,X1254.7,X1263.5,X1272.4,X1281.2,X1290,X1298.8,X1307.6,X1316.4,X1325.2,X1333.9,X1342.7,X1351.4,X1360.2,X1368.9,X1377.6,X1386.3,X1395,X1403.6,X1412.3,X1420.9,X1429.6,X1438.2,X1446.8,X1455.4,X1464,X1472.6,X1481.2,X1489.7,X1498.3,X1506.8,X1515.3,X1523.8,X1532.3,X1540.8,X1549.2,X1557.7,X1566.1,X1574.6,X1583,X1591.4,X1599.8,X1608.1,X1616.5,X1624.8,X1633.2,X1641.5,X1649.8,X1658.1,X1666.3,X1674.6,X1682.8,X1691.1,X1699.3,X1707.5,X1715.7,X1723.8,X1732,X1740.1,X1748.3,X1756.4,X1764.4,X1772.5,X1780.6,X1788.6,X1796.6
21,0.1345285,0.1385585,0.146447833,0.153761667,0.161652,0.1666265,0.169571833,0.170038667,0.169392167,0.168609333,0.167716,0.166384667,0.164878667,0.163620667,0.162339667,0.160503833,0.158794667,0.157413833,0.156777333,0.1577825,0.161558167,0.167987667,0.176380667,0.1872625,0.199421333,0.208828,0.214815,0.220563667,0.225906,0.229033833,0.230595833,0.229971667,0.226805,0.222806,0.218345,0.215015,0.2124855,0.2105015,0.207771167,0.204703833,0.203109333,0.203574167,0.2068,0.213071333,0.222917833,0.236117167,0.250378167,0.263459333,0.274646167,0.2820995,0.293272833,0.314155,0.343829,0.378641,0.411381833,0.436080833,0.450190167,0.457104167,0.4612155,0.464620833,0.466158833,0.464883167,0.461134,0.455821,0.449111333,0.4427255,0.437359667,0.433924667,0.431443667,0.428393667,0.424600833,0.421174667,0.418041833,0.415253667,0.410430333,0.402755667,0.393283167,0.3838855,0.376535833,0.371062667,0.3678755,0.368301667,0.370392833,0.3738225,0.377086333,0.380179667,0.384347333,0.389371333,0.393603167,0.397624167,0.400750667,0.398427833,0.3961225,0.3970765,0.399762333,0.402527667,0.403394833,0.405122167,0.404274333,0.402008167
22,0.213844167,0.2193635,0.227807667,0.233710833,0.237892167,0.239959167,0.239965,0.238352167,0.235880333,0.232813,0.229795833,0.226331667,0.222959167,0.220216833,0.218072333,0.215994333,0.214276167,0.213642,0.213728667,0.214923833,0.218291833,0.225153167,0.236927,0.252574667,0.266313667,0.274687333,0.279237833,0.283604167,0.287399167,0.288993167,0.2890835,0.2875385,0.284438,0.280829,0.277155333,0.274352333,0.272331167,0.2710685,0.270266,0.270332167,0.272514667,0.277101,0.284879167,0.295620833,0.308900333,0.323743,0.337643667,0.350343667,0.364266667,0.3825275,0.414899833,0.462609,0.515294167,0.561081333,0.594905333,0.6178665,0.631447333,0.638652833,0.641870333,0.641515333,0.636608167,0.627506667,0.6155035,0.602466333,0.589188667,0.576574167,0.564945,0.555001167,0.545717,0.537014833,0.528163333,0.520266167,0.513187333,0.5068415,0.499864667,0.4915705,0.482736833,0.474152333,0.467077333,0.461411,0.457565,0.4561795,0.4564535,0.457789333,0.458185333,0.458508167,0.460728,0.463706333,0.466466167,0.469479,0.472517167,0.474069333,0.476260833,0.480028667,0.4853995,0.490982833,0.495765833,0.498207333,0.498708667,0.497435
23,0.194859667,0.2008035,0.210044667,0.216768,0.221751833,0.224331667,0.225109667,0.223883,0.221740667,0.219109333,0.216395167,0.213252,0.210237,0.2076115,0.205521833,0.203552333,0.201984667,0.201242833,0.201346,0.202508667,0.205812333,0.212595333,0.2241005,0.239693333,0.2539345,0.262906833,0.267808667,0.272373833,0.276362833,0.278212333,0.278537167,0.277038167,0.273874833,0.270115167,0.2663465,0.263362167,0.2611725,0.259831667,0.258762333,0.258442,0.260235833,0.264643667,0.272211333,0.2830605,0.296685333,0.312160833,0.326834833,0.340145667,0.354263,0.371995833,0.402876833,0.449248833,0.501706167,0.548695167,0.584240333,0.608566833,0.622913167,0.630067833,0.63355,0.633948167,0.630002333,0.621573667,0.610563667,0.598341167,0.585805333,0.573699667,0.562791667,0.553443,0.544970833,0.536690667,0.528430833,0.5210465,0.514477833,0.5083875,0.501414,0.492888667,0.4834555,0.474372,0.466789167,0.460912167,0.457091833,0.455759667,0.456350333,0.458066,0.4588275,0.459547,0.462008667,0.4650295,0.467865833,0.4720005,0.475181833,0.4759765,0.477842,0.481870167,0.4875905,0.493353833,0.498292,0.500520167,0.501224167,0.499682333
24,0.179176,0.1824175,0.1877345,0.191255333,0.194300667,0.194979,0.195256333,0.194021667,0.192158,0.190401833,0.188149333,0.185713833,0.1832105,0.181000667,0.1791645,0.177387667,0.175694667,0.1746325,0.174058333,0.174068333,0.175660667,0.179410667,0.186144333,0.195562667,0.204157,0.209584,0.212555167,0.2156555,0.218317333,0.219263833,0.219124167,0.217592333,0.2147445,0.211854167,0.208896333,0.206519667,0.204679667,0.203544333,0.202622833,0.202365,0.203547833,0.206486833,0.211485667,0.218815667,0.228272167,0.2390475,0.249440333,0.2593915,0.270011167,0.2834895,0.307227333,0.3433435,0.3846285,0.422544,0.4515485,0.471337,0.483137333,0.488898,0.491465333,0.491693667,0.488285833,0.4812105,0.471765667,0.461440667,0.4508255,0.440727667,0.431502167,0.423756333,0.417034667,0.410244333,0.403565333,0.397230167,0.391861833,0.386841833,0.381117833,0.3740265,0.366526833,0.3593195,0.3531725,0.348569833,0.3455245,0.344573833,0.345469,0.3472425,0.348297333,0.349149667,0.352345,0.355825,0.358745333,0.362258167,0.3656895,0.365816167,0.366020167,0.369033833,0.373337,0.377590833,0.380363833,0.381751167,0.381837333,0.379998667
25,0.213844167,0.2193635,0.227807667,0.233710833,0.237892167,0.239959167,0.239965,0.238352167,0.235880333,0.232813,0.229795833,0.226331667,0.222959167,0.220216833,0.218072333,0.215994333,0.214276167,0.213642,0.213728667,0.214923833,0.218291833,0.225153167,0.236927,0.252574667,0.266313667,0.274687333,0.279237833,0.283604167,0.287399167,0.288993167,0.2890835,0.2875385,0.284438,0.280829,0.277155333,0.274352333,0.272331167,0.2710685,0.270266,0.270332167,0.272514667,0.277101,0.284879167,0.295620833,0.308900333,0.323743,0.337643667,0.350343667,0.364266667,0.3825275,0.414899833,0.462609,0.515294167,0.561081333,0.594905333,0.6178665,0.631447333,0.638652833,0.641870333,0.641515333,0.636608167,0.627506667,0.6155035,0.602466333,0.589188667,0.576574167,0.564945,0.555001167,0.545717,0.537014833,0.528163333,0.520266167,0.513187333,0.5068415,0.499864667,0.4915705,0.482736833,0.474152333,0.467077333,0.461411,0.457565,0.4561795,0.4564535,0.457789333,0.458185333,0.458508167,0.460728,0.463706333,0.466466167,0.469479,0.472517167,0.474069333,0.476260833,0.480028667,0.4853995,0.490982833,0.495765833,0.498207333,0.498708667,0.497435
26,0.179176,0.1824175,0.1877345,0.191255333,0.194300667,0.194979,0.195256333,0.194021667,0.192158,0.190401833,0.188149333,0.185713833,0.1832105,0.181000667,0.1791645,0.177387667,0.175694667,0.1746325,0.174058333,0.174068333,0.175660667,0.179410667,0.186144333,0.195562667,0.204157,0.209584,0.212555167,0.2156555,0.218317333,0.219263833,0.219124167,0.217592333,0.2147445,0.211854167,0.208896333,0.206519667,0.204679667,0.203544333,0.202622833,0.202365,0.203547833,0.206486833,0.211485667,0.218815667,0.228272167,0.2390475,0.249440333,0.2593915,0.270011167,0.2834895,0.307227333,0.3433435,0.3846285,0.422544,0.4515485,0.471337,0.483137333,0.488898,0.491465333,0.491693667,0.488285833,0.4812105,0.471765667,0.461440667,0.4508255,0.440727667,0.431502167,0.423756333,0.417034667,0.410244333,0.403565333,0.397230167,0.391861833,0.386841833,0.381117833,0.3740265,0.366526833,0.3593195,0.3531725,0.348569833,0.3455245,0.344573833,0.345469,0.3472425,0.348297333,0.349149667,0.352345,0.355825,0.358745333,0.362258167,0.3656895,0.365816167,0.366020167,0.369033833,0.373337,0.377590833,0.380363833,0.381751167,0.381837333,0.379998667
27,0.1979205,0.199453167,0.205175833,0.209742667,0.212936833,0.2149145,0.214617,0.212964167,0.210446,0.208279333,0.205616833,0.202456667,0.199684667,0.1972485,0.195192,0.193129,0.1912765,0.190247667,0.190084167,0.190443833,0.193050167,0.198298,0.207615,0.220025667,0.231148167,0.237903667,0.241476667,0.245144833,0.2483535,0.2496835,0.249772,0.248371667,0.24571,0.2425055,0.239221833,0.236670167,0.2348,0.233774167,0.233055,0.233115333,0.234588167,0.2383735,0.244649667,0.253659167,0.265099,0.278194833,0.290941167,0.302964333,0.315952667,0.331729833,0.360019,0.402585667,0.451538833,0.496386667,0.530660167,0.553674167,0.566702167,0.572936667,0.575738333,0.575725,0.571835333,0.5634015,0.552544333,0.540472833,0.527376,0.515718833,0.505056,0.496055667,0.488186833,0.479966667,0.471998667,0.4648205,0.458507167,0.452621667,0.445981167,0.437551167,0.428634333,0.419849167,0.412437667,0.407063667,0.403777833,0.402314167,0.403472333,0.4052635,0.406429667,0.406902333,0.409542167,0.4130805,0.4163205,0.419592,0.423291667,0.424005333,0.424839167,0.428792333,0.433728167,0.4391395,0.444088,0.44553,0.446155,0.444686
28,0.223603167,0.224545333,0.2301695,0.234434167,0.236738667,0.237424333,0.237879667,0.2365675,0.234592667,0.232889667,0.230817,0.228361167,0.225778333,0.2239075,0.222294833,0.220395333,0.218956333,0.217645833,0.217120833,0.217483333,0.219596,0.223976833,0.2316315,0.241942,0.251121167,0.256583833,0.259694333,0.262941167,0.265562333,0.2667135,0.266674333,0.265363,0.2630525,0.2605365,0.257518667,0.2550975,0.253387833,0.252321833,0.2514395,0.2514415,0.2528425,0.255627833,0.260944667,0.2685115,0.278089833,0.288972667,0.299728833,0.309982667,0.321114167,0.333952,0.3577245,0.394222167,0.437169833,0.476756667,0.507132,0.527349,0.538778,0.544361667,0.546700667,0.546772667,0.542982667,0.535503,0.525725167,0.514974667,0.5037035,0.493285833,0.483997833,0.4763295,0.469574,0.462590833,0.455552667,0.449228,0.4435615,0.438577667,0.432769667,0.425806833,0.417988667,0.4104305,0.4041845,0.399201667,0.396053333,0.395749167,0.3966655,0.398274333,0.399253,0.399880667,0.402415167,0.405083333,0.407324,0.410275833,0.4132895,0.4137855,0.415226167,0.418146667,0.422289,0.426853833,0.430489333,0.432012333,0.432251167,0.431266833
29,0.140572667,0.142976333,0.150196833,0.155783833,0.158848,0.161158,0.162021333,0.161289333,0.160278667,0.158654833,0.157153167,0.155254,0.1529715,0.1517595,0.150226667,0.1487195,0.147731,0.146961833,0.146892667,0.147755667,0.150067,0.154875333,0.162560667,0.173104833,0.182348,0.188583167,0.192022333,0.195454167,0.198369,0.199751,0.200099167,0.199139667,0.196848667,0.1945475,0.191732,0.189582167,0.187988,0.187177167,0.186461667,0.186173167,0.187454667,0.190252833,0.195398167,0.202736833,0.212196667,0.223145833,0.2340605,0.244369,0.255228667,0.2681695,0.291026333,0.326473167,0.368312333,0.407442833,0.437715333,0.458474667,0.470589667,0.476418667,0.479257833,0.4796245,0.476702833,0.469930667,0.460862833,0.4506765,0.4407,0.430123167,0.4211555,0.4140105,0.407681833,0.401142,0.394504833,0.388256167,0.382988333,0.3780065,0.3723905,0.364997333,0.3570065,0.3492875,0.342734167,0.337918667,0.334573,0.333722,0.334458833,0.336031333,0.336928167,0.337527167,0.339973,0.3427605,0.345173167,0.348174167,0.350907333,0.351299,0.352798667,0.355769167,0.360385833,0.364875667,0.367300333,0.370003833,0.370180333,0.369495667
30,0.191042333,0.194237833,0.1991655,0.202485833,0.204673,0.206093833,0.206458833,0.204987667,0.203195333,0.2015415,0.199670333,0.196994333,0.194431,0.1922745,0.190461167,0.188256333,0.186143167,0.184767167,0.183711667,0.1834355,0.184942667,0.188319333,0.193856833,0.201673833,0.2092635,0.214548833,0.217334833,0.220373333,0.2229875,0.223991,0.223913667,0.2223135,0.219392667,0.2162555,0.212962333,0.210426167,0.208372,0.20698,0.205560167,0.2044405,0.204602667,0.206140167,0.2096455,0.215423333,0.223045167,0.232523,0.242040167,0.251028,0.259668167,0.269045667,0.28571,0.312609167,0.345789333,0.378355667,0.404391,0.422180667,0.432191667,0.436746333,0.439026333,0.439735333,0.437866167,0.432945167,0.426,0.418115167,0.4101215,0.402384333,0.395746833,0.390163167,0.385593,0.3806035,0.375545,0.370906833,0.366832,0.362797167,0.358087167,0.351675167,0.3446025,0.337673,0.3320045,0.327810667,0.325267,0.324838,0.326396,0.328829,0.330002667,0.3310015,0.333901,0.337302167,0.339944,0.3431635,0.345802667,0.345309667,0.344198833,0.345773333,0.348632667,0.351740833,0.353652667,0.353884167,0.3535745,0.352438333
31,0.1982185,0.203028667,0.212151333,0.218698,0.223578,0.2259285,0.227192333,0.225632667,0.223644,0.221699667,0.219475167,0.2171595,0.214280667,0.212407167,0.210869667,0.2092005,0.207932167,0.207511333,0.207636,0.209228,0.213144667,0.220316667,0.230930833,0.245246167,0.258404667,0.2670535,0.271979833,0.276799333,0.280856,0.2826575,0.282995833,0.281723667,0.278713833,0.275429833,0.271619,0.268697833,0.2664145,0.265079833,0.2639595,0.263409,0.264586667,0.268203833,0.274542667,0.283978333,0.296152667,0.310298,0.324378333,0.3371895,0.3499985,0.364227833,0.388450333,0.426533,0.471872167,0.5144805,0.547631667,0.569895,0.582447,0.588649,0.591439,0.592322667,0.589826833,0.583380333,0.57485,0.565171167,0.554825,0.545280333,0.536938,0.529801833,0.523923833,0.5174815,0.510969,0.505001333,0.499947667,0.495162,0.489309167,0.4815135,0.473067333,0.464571667,0.457675,0.4524205,0.449522667,0.4492725,0.451010167,0.453319,0.4546405,0.455570333,0.458421167,0.461160333,0.463238333,0.466159167,0.469026833,0.469622333,0.4706045,0.473869167,0.4777945,0.482314667,0.485928667,0.4878995,0.487923667,0.485361167
32,0.142672833,0.142538667,0.145807833,0.1487295,0.150264,0.151165833,0.151494667,0.151328833,0.1494795,0.147306667,0.1459185,0.143814833,0.141717833,0.139799667,0.137853,0.136606,0.1342395,0.132702167,0.131324,0.130818,0.131411,0.133136833,0.136478833,0.141869333,0.147428667,0.150830833,0.153055,0.155711667,0.158135333,0.158761333,0.1587005,0.157419167,0.154723833,0.151881,0.149044167,0.146874833,0.145024,0.143590833,0.1421465,0.140925,0.140750833,0.141509833,0.1441175,0.1486185,0.154966333,0.163144167,0.171755,0.180143167,0.188093833,0.195872333,0.209873333,0.232838833,0.262322333,0.292202667,0.317271833,0.3353085,0.3460835,0.350927333,0.353723833,0.355196667,0.354817,0.351301667,0.345946,0.339353167,0.332369167,0.325676333,0.319986333,0.3153605,0.311828,0.307700667,0.303558833,0.299302667,0.2957605,0.292767333,0.288409833,0.282135167,0.274990167,0.2681615,0.262446167,0.2581,0.255604167,0.255164167,0.256228833,0.258085333,0.259511167,0.261130833,0.264255167,0.266986167,0.269588167,0.272328333,0.274799167,0.274801833,0.274274167,0.2758605,0.2785155,0.280566667,0.283062,0.284181833,0.283876333,0.2820155
33,0.232636833,0.234262167,0.2398395,0.243354333,0.24575,0.246382,0.246692,0.245006667,0.242784667,0.241078333,0.2389985,0.236727833,0.233823833,0.231967,0.230197333,0.228271167,0.226400333,0.225365167,0.224662333,0.224879333,0.226687333,0.231076,0.238326667,0.248459,0.257393167,0.263229167,0.266558,0.2702165,0.273354833,0.274661,0.274784833,0.273424667,0.270585,0.267778333,0.264561,0.262000167,0.2599645,0.258768667,0.257780167,0.257316,0.2581565,0.260708333,0.265324333,0.272221167,0.281209833,0.291585833,0.302134833,0.312195667,0.322718167,0.334848,0.355674667,0.388407833,0.4275165,0.464346,0.493126,0.512773833,0.524082167,0.5297275,0.532383167,0.533091667,0.530668667,0.524772833,0.5168145,0.507433167,0.497547667,0.488157667,0.4803395,0.473558167,0.467857167,0.461511833,0.455175333,0.449433333,0.444537333,0.440005333,0.434682333,0.427743,0.420122,0.412470833,0.406333333,0.4017075,0.398694667,0.398025667,0.3990485,0.400763667,0.402153,0.403564667,0.407024167,0.411109333,0.414651833,0.418044167,0.421134833,0.4211825,0.420657833,0.423345333,0.4269835,0.4309765,0.433403667,0.4344125,0.434011,0.4320055
34,0.211262,0.211955,0.215828,0.219738167,0.2216915,0.2222685,0.222621,0.221284833,0.2195935,0.217804333,0.215950333,0.213422833,0.211037167,0.209265333,0.207583333,0.205641,0.2040625,0.2026025,0.201641833,0.201429833,0.202537167,0.205365,0.2108755,0.218595333,0.2255735,0.229643833,0.231925167,0.234521167,0.2365085,0.237361167,0.237199667,0.235947667,0.233770833,0.231262,0.228505667,0.226261833,0.224618167,0.223550167,0.2224285,0.221951833,0.222685167,0.224531167,0.228468833,0.234305833,0.241881167,0.250758833,0.259714333,0.268359333,0.277927833,0.288707667,0.3090655,0.340697,0.378467333,0.413894333,0.441071833,0.459337833,0.469694333,0.4747475,0.477099833,0.477420167,0.474549333,0.468362833,0.460051,0.450505167,0.440535333,0.431175833,0.422821667,0.4162055,0.410450667,0.404320167,0.398246667,0.392526167,0.387596167,0.383111333,0.3778245,0.3712315,0.363614667,0.356401,0.350349833,0.3455165,0.3422475,0.34146,0.341765333,0.3428155,0.343639,0.344222667,0.346398,0.349113833,0.351656,0.354238333,0.357162167,0.357615833,0.358773167,0.3610145,0.3648255,0.368707167,0.3718605,0.3731415,0.373032,0.371694333
35,0.142672833,0.142538667,0.145807833,0.1487295,0.150264,0.151165833,0.151494667,0.151328833,0.1494795,0.147306667,0.1459185,0.143814833,0.141717833,0.139799667,0.137853,0.136606,0.1342395,0.132702167,0.131324,0.130818,0.131411,0.133136833,0.136478833,0.141869333,0.147428667,0.150830833,0.153055,0.155711667,0.158135333,0.158761333,0.1587005,0.157419167,0.154723833,0.151881,0.149044167,0.146874833,0.145024,0.143590833,0.1421465,0.140925,0.140750833,0.141509833,0.1441175,0.1486185,0.154966333,0.163144167,0.171755,0.180143167,0.188093833,0.195872333,0.209873333,0.232838833,0.262322333,0.292202667,0.317271833,0.3353085,0.3460835,0.350927333,0.353723833,0.355196667,0.354817,0.351301667,0.345946,0.339353167,0.332369167,0.325676333,0.319986333,0.3153605,0.311828,0.307700667,0.303558833,0.299302667,0.2957605,0.292767333,0.288409833,0.282135167,0.274990167,0.2681615,0.262446167,0.2581,0.255604167,0.255164167,0.256228833,0.258085333,0.259511167,0.261130833,0.264255167,0.266986167,0.269588167,0.272328333,0.274799167,0.274801833,0.274274167,0.2758605,0.2785155,0.280566667,0.283062,0.284181833,0.283876333,0.2820155
36,0.144220667,0.147974,0.154154333,0.158308,0.161409667,0.1642265,0.165221833,0.164931833,0.163556167,0.162553833,0.1611435,0.159188,0.157438833,0.155706833,0.1542225,0.152244667,0.150797833,0.149476833,0.148641,0.148966833,0.151101667,0.155282333,0.161243333,0.1691765,0.177294167,0.1833395,0.186816667,0.190258,0.1932045,0.194827167,0.195272,0.194194833,0.191678,0.188833667,0.185550167,0.183039333,0.181107,0.179573167,0.177835167,0.176200167,0.175843167,0.176909333,0.180087167,0.185299,0.1929435,0.2026945,0.212757833,0.222004833,0.230410833,0.238023333,0.250882333,0.272420833,0.300473167,0.330004333,0.355211833,0.373440667,0.383585667,0.388198333,0.390654333,0.392078167,0.391653333,0.388543833,0.383609167,0.377775167,0.371936333,0.365446667,0.360313167,0.356118667,0.352758,0.348939167,0.344963667,0.34123,0.337934333,0.334834,0.330709,0.3246545,0.317638167,0.310802833,0.305146167,0.301098333,0.298919333,0.298906167,0.300856333,0.3037315,0.305330667,0.306449167,0.308846333,0.312061167,0.314403833,0.3172035,0.319419,0.318575167,0.317396667,0.318774,0.321247167,0.323891833,0.325880167,0.325596667,0.325192333,0.3241905
37,0.233518,0.2347765,0.239887333,0.243048167,0.244898333,0.245829833,0.245807333,0.244279667,0.242052833,0.239859667,0.237637833,0.234891,0.2321455,0.229731167,0.2276145,0.225072833,0.223132333,0.2213455,0.220164333,0.219910333,0.221286167,0.22519,0.231504333,0.240017667,0.247416333,0.25299,0.256068667,0.2592335,0.261812,0.262688333,0.262794333,0.261381333,0.2590095,0.256066167,0.252924667,0.250294833,0.248257167,0.246867833,0.245643667,0.244734667,0.2451755,0.247200333,0.2513995,0.257804833,0.266222667,0.276318,0.286620667,0.296378,0.305559167,0.3160555,0.33381,0.362098167,0.396407333,0.429814833,0.457011,0.4762085,0.487366167,0.493111833,0.496083,0.497279333,0.495606833,0.490551,0.483580667,0.475720667,0.467248833,0.459038667,0.4517405,0.445960667,0.440982833,0.4357025,0.430056,0.425066167,0.4209765,0.416869333,0.412001333,0.405723,0.398747667,0.391946667,0.386349,0.382396333,0.38004,0.380047833,0.381634167,0.384036833,0.385673167,0.386536833,0.388843333,0.391295167,0.393188833,0.395793167,0.398608333,0.3984485,0.398673,0.400644167,0.403947833,0.407551667,0.410965,0.410682667,0.4108265,0.4090595
38,0.184780667,0.1853895,0.189553667,0.192877833,0.195666,0.198053167,0.1990885,0.1986135,0.1979355,0.196902833,0.196078,0.194203333,0.192485167,0.1909365,0.189331833,0.186991667,0.1849235,0.182660167,0.181062,0.180404,0.1814585,0.184472,0.188061833,0.193397667,0.199339333,0.2052375,0.209151167,0.213573833,0.217563833,0.219487833,0.220420333,0.219512,0.216788167,0.213460667,0.209649333,0.206766167,0.2043845,0.202609667,0.200239667,0.197482667,0.195835667,0.195544667,0.197249833,0.201060167,0.207383,0.216444333,0.226800167,0.236749833,0.244777833,0.250145167,0.257653167,0.272189167,0.2937905,0.319999,0.345409333,0.3649945,0.3762885,0.381850833,0.3852785,0.388133,0.389793333,0.3890645,0.386487833,0.382618167,0.3778795,0.372787167,0.368614333,0.365962167,0.363986333,0.361447,0.35835,0.355573333,0.353246,0.350815167,0.346872,0.340523833,0.333414,0.326182167,0.3202575,0.316107667,0.3139315,0.314378,0.3164845,0.319479167,0.3217495,0.323702833,0.327324833,0.331864333,0.335179,0.337894333,0.340520667,0.3385135,0.336061,0.335884,0.337842667,0.339688667,0.340947167,0.339497167,0.338672667,0.336789
39,0.136160833,0.138947167,0.145120667,0.149996167,0.154077,0.157748167,0.1592295,0.159218833,0.158240167,0.157350833,0.156212,0.154386833,0.152805,0.1511515,0.149643167,0.147592667,0.145795167,0.144104333,0.143019167,0.143323167,0.145639333,0.1500835,0.1556645,0.163209667,0.171750833,0.178794167,0.1832485,0.187757167,0.1918,0.1942145,0.195262833,0.194524167,0.191812667,0.1886475,0.184923667,0.182114167,0.179995667,0.178249167,0.175923667,0.173406667,0.172123833,0.172514167,0.175128833,0.180081,0.187735,0.198180833,0.209380667,0.219960833,0.228926833,0.235263333,0.245115,0.2630495,0.288514167,0.317631667,0.344457667,0.364527333,0.3761695,0.381859667,0.385312833,0.3880005,0.389378,0.388163833,0.384831,0.3801625,0.374748167,0.3692275,0.364649333,0.361496,0.359215333,0.356299833,0.352995833,0.349989167,0.3472865,0.344651333,0.340586,0.334129167,0.326323667,0.318667667,0.312229667,0.307648,0.305133667,0.304827333,0.306712,0.309450333,0.31132,0.312809167,0.3157535,0.319640333,0.3220065,0.324555167,0.326832833,0.326017333,0.324369167,0.325227,0.327459667,0.329999667,0.331973,0.331627,0.331247,0.329968167
40,0.154295,0.156673167,0.1622385,0.166144,0.170648,0.172840667,0.174202,0.173274333,0.171949667,0.1705755,0.168888333,0.166832167,0.164632833,0.162823667,0.160956,0.158777667,0.156822333,0.154985333,0.153971833,0.154178667,0.156826,0.161824833,0.168125333,0.176591667,0.186243333,0.1935695,0.198414,0.203462333,0.207813,0.209925667,0.2107295,0.209638,0.2064825,0.202826167,0.198914333,0.195915667,0.193530333,0.191603667,0.189345,0.187046667,0.186074167,0.186913333,0.190310667,0.196292,0.205297167,0.217128167,0.2296065,0.241155167,0.25115,0.258875667,0.2711825,0.292799333,0.322306667,0.354715333,0.383818333,0.4052475,0.417771333,0.4239585,0.427562,0.4302515,0.430991,0.4289665,0.4247255,0.419268833,0.413019,0.406772,0.401614,0.397942667,0.395097667,0.391629,0.387745833,0.384271,0.381388833,0.378446833,0.374060167,0.367215833,0.359239167,0.351322667,0.344820833,0.340263667,0.338032667,0.338383167,0.3409465,0.344328833,0.3465095,0.348126667,0.351558833,0.355224167,0.357781,0.360668,0.363339333,0.362512167,0.361040667,0.362135167,0.364417,0.367244333,0.3691305,0.369405833,0.369336667,0.367228167
41,0.216300833,0.217393167,0.220132667,0.222338,0.223972833,0.224951167,0.224714,0.223375667,0.221831333,0.2195545,0.217497667,0.214786,0.212270333,0.209772333,0.207198,0.204304833,0.201707,0.199168,0.197057,0.195800333,0.196145667,0.1983365,0.2015095,0.206328167,0.211889667,0.216989833,0.220009667,0.2233205,0.226229833,0.227291833,0.227495,0.2261015,0.223120833,0.2192815,0.215441,0.212427833,0.210062667,0.208071833,0.2054985,0.2026995,0.201088833,0.201180333,0.203267333,0.2076385,0.214720833,0.224700333,0.235650833,0.245704667,0.253782333,0.260519333,0.270862333,0.289672667,0.315532667,0.344395333,0.370519667,0.389982333,0.401279667,0.406590833,0.409912667,0.412300333,0.4130755,0.411021333,0.407250667,0.402382333,0.397126,0.3914415,0.386654167,0.383181833,0.380512833,0.377487833,0.374056,0.370952,0.368333833,0.365529167,0.3613235,0.354991667,0.347818,0.340654167,0.334901667,0.330787667,0.3286085,0.329147,0.3314645,0.334816167,0.3370515,0.3381755,0.3409625,0.343768833,0.345853667,0.347989167,0.350537333,0.349224,0.348130833,0.348693667,0.350816167,0.3533105,0.355275,0.354985167,0.354633667,0.352887333
42,0.1925035,0.193292,0.1956945,0.197838167,0.199451333,0.200129,0.199412667,0.198174667,0.1958145,0.193832667,0.1914185,0.1886465,0.185836667,0.183029167,0.180437667,0.177637667,0.174955167,0.172528167,0.170540667,0.169539167,0.1703575,0.173038167,0.176753833,0.1822185,0.188845333,0.1940035,0.197256,0.200499,0.203542833,0.204759833,0.204958833,0.2036075,0.200396667,0.196854167,0.1932695,0.190265667,0.1879875,0.186135,0.183691167,0.181224833,0.1798025,0.179944,0.1820745,0.1864955,0.193615,0.203274833,0.213876833,0.223641167,0.232135167,0.238346,0.248379833,0.266450667,0.291850333,0.320722,0.347495833,0.3673395,0.378716667,0.383997667,0.387087333,0.389709333,0.390703333,0.3894315,0.385703333,0.380727,0.375114167,0.369582833,0.364952167,0.361692833,0.3591215,0.356071667,0.352752667,0.349532667,0.347053167,0.344458,0.3404055,0.333884,0.3262185,0.318873333,0.313033167,0.308919833,0.307194333,0.307644167,0.310727667,0.314564333,0.316935833,0.318395167,0.321065667,0.324235667,0.327174167,0.330504167,0.3333735,0.331788167,0.330044833,0.330522833,0.332762333,0.3350515,0.336573167,0.336236,0.335781833,0.333544833
